Unnamed: 0,Model Unique Name,train_eng,answer_eng,GT
ViLT VQAv2,ImgTxt2Txt-HuggingFace-dandelin-vilt-b32-finetuned-vqa,"Looking at this photo of a shelf, can you tell me the number of bottles and describe their contents?","In this case, I recommend the ViLT VQAv2 model. This model is adept at analyzing images and questions together to derive the necessary information. This will help you accurately understand what you want to know about the shelf photos.",이런 경우에는 ViLT VQAv2 모델을 추천할게. 이 모델은 이미지와 질문을 함께 분석해서 필요한 정보를 도출해주는 데 능숙해. 그래서 너가 선반 사진에 대해 알고 싶은 내용도 정확히 파악하는 데 도움이 될 거야.
CARN 2x,SISR-CARN-2x,Can you upscale this image by 2× while keeping it looking smooth and natural?,"In this case, I recommend the CARN 2x model. This model doubles the size of low-resolution images while preserving the original texture and flow without any artificial effects. It's perfect for sharp, natural enlargements of your photos.",이런 경우에는 CARN 2x 모델을 추천할게. 이 모델은 저해상도 이미지를 두 배로 키우면서도 인위적인 느낌 없이 원본의 질감과 흐름을 잘 보존해줘. 그래서 너의 사진을 선명하고 자연스럽게 확장하는 데 딱 맞아.
CARN 2x,SISR-CARN-2x,I’d like to enlarge this small image to double its size without making it look overly sharpened or artificial. Can you help?,"In this case, I recommend the CARN 2x model. This model specializes in smoothly 2xing an image without excessive sharpness while preserving detail. Even your low-resolution images can be naturally enlarged while maintaining their original feel.",이런 경우에는 CARN 2x 모델을 추천할게. 이 모델은 이미지의 디테일은 살리면서도 과도한 날카로움 없이 부드럽게 2배 확대해주는 데 특화되어 있어. 너의 저해상도 이미지도 원래 느낌을 유지한 채로 자연스럽게 커질 수 있어.
CARN 2x,SISR-CARN-2x,This photo is small and low-res. Can it be enlarged by 2x without ruining the soft textures?,"In this case, I recommend the CARN 2x model. This model effectively increases resolution without compromising smooth texture. Your photo will be able to be clearly enlarged by 2x while maintaining its natural feel.",이런 경우에는 CARN 2x 모델을 추천할게. 이 모델은 부드러운 질감을 해치지 않으면서도 해상도를 효과적으로 높여주는 구조야. 너의 사진도 자연스러운 분위기를 그대로 유지한 채로 깨끗하게 2배 확대할 수 있을 거야.
CARN 3x,SISR-CARN-3x,Can this photo be scaled up to 3× its size while preserving textures and fine edges?,"In this case, I recommend the CARN 3x model. This model excels at enlarging the image by 3x while maintaining details and edges, making it ideal for sharpening your photos.",이런 경우에는 CARN 3x 모델을 추천할게. 이 모델은 이미지의 디테일과 가장자리를 뭉개지 않게 유지하면서 3배 크기로 확대해주는 데 강점이 있어. 그래서 너의 사진을 선명하게 크게 만드는 데 적합해.
CARN 3x,SISR-CARN-3x,I want to increase this image to three times its size without losing sharpness. Is that possible?,"In this case, I recommend the CARN 3x model. This model increases resolution while preserving the original's sharpness and clarity. Therefore, even when photos are enlarged threefold, they can be enlarged cleanly without blurring.",이런 경우에는 CARN 3x 모델을 추천할게. 이 모델은 해상도를 높이면서도 원본의 날카로움과 선명함을 잘 보존해줘. 그래서 사진을 3배로 키우더라도 흐릿해지지 않고 깔끔하게 확장할 수 있어.
CARN 3x,SISR-CARN-3x,Can I upscale a low-res photo to 3× without sacrificing the clarity of small features?,"In this case, I recommend the CARN 3x model. This model excels at greatly enlarging images while preserving even the smallest details. Even your low-resolution photos will be able to be enlarged three times with clarity and no blurring.",이런 경우에는 CARN 3x 모델을 추천할게. 이 모델은 작은 디테일도 놓치지 않고 유지하면서 이미지를 크게 확대해주는 데 탁월해. 너의 저해상도 사진도 뭉개짐 없이 선명하게 3배로 키울 수 있을 거야.
CARN 4x,SISR-CARN-4x,The person’s face in this image is really pixelated. Can you upscale it by 4x and make it look clean and natural?,"In this case, I recommend the CARN 4x model. This model specializes in 4x magnification while smoothly restoring pixelated faces. This allows for more natural and clear expressions.",이런 경우에는 CARN 4x 모델을 추천할게. 이 모델은 픽셀화된 얼굴도 부드럽게 복원해주면서 4배 확대해주는 데 특화되어 있어. 그래서 인물의 표정을 더 자연스럽고 선명하게 표현할 수 있어.
CARN 4x,SISR-CARN-4x,This photo shows a blocky face due to low resolution. I’d like to enlarge it 4 times without losing the smoothness — is that possible?,"In this case, I recommend the CARN 4x model. This model reduces blurring in low-resolution images and smoothly restores fine details like faces. So, even if you enlarge a photo four times, the subject's natural impression will be preserved.","이런 경우에는 CARN 4x 모델을 추천할게. 이 모델은 저해상도 이미지의 뭉개짐을 줄이고, 얼굴 같은 세세한 부분도 부드럽게 복원해줘. 그래서 사진을 4배 확대하더라도 인물의 자연스러운 인상이 잘 살아날 거야."
CARN 4x,SISR-CARN-4x,I want to improve a low-res image of my friend’s face by enlarging it four times. Can you help enhance the fine details?,"In this case, I recommend the CARN 4x model. This model is ideal for images where fine details are important, such as portraits, and will help preserve facial texture and shape even at 4x magnification.","이런 경우에는 CARN 4x 모델을 추천할게. 이 모델은 인물 사진처럼 섬세한 디테일이 중요한 이미지에 적합해서, 4배 확대 시에도 얼굴의 질감이나 형태를 자연스럽게 살려주는 데 도움이 될 거야."
CARN_M 3x,SISR-CARN-M-2x,I took a low-res photo with my phone — can you enlarge it 3 times without making it look artificial?,"In this case, I recommend the CARN_M 3x model. This model excels at smoothly and naturally 3x-upscaling low-resolution images taken with a mobile device. This allows you to create larger images while preserving the original feel.",이런 경우에는 CARN_M 3x 모델을 추천할게. 이 모델은 모바일로 찍은 저해상도 이미지를 부드럽고 자연스럽게 3배 확대해주는 데 강점이 있어. 그래서 원본 느낌을 살리면서 더 큰 이미지로 만들 수 있어.
CARN_M 3x,SISR-CARN-M-2x,Is there a way to cleanly upscale blurry mobile camera images to 3× their original size?,"In this case, I recommend the CARN_M 3x model. This model can help you magnify blurry or low-resolution smartphone photos by 3x for clarity. This makes it possible to enlarge images taken on small screens for a more pleasing viewing experience.",이런 경우에는 CARN_M 3x 모델을 추천할게. 이 모델은 흐릿하거나 해상도가 낮은 스마트폰 사진도 선명하게 3배 확대할 수 있게 도와줘. 덕분에 작은 화면에서 찍은 이미지도 크게 보기 좋게 만들 수 있어.
CARN_M 3x,SISR-CARN-M-2x,My smartphone photo came out low-quality. Can you upscale it by 3x and make it look natural?,"In this case, I recommend the CARN_M 3x model. This model enlarges low-quality mobile photos by up to 3x while preserving the original texture without any artificial effects. This allows you to achieve natural results even in larger images.",이런 경우에는 CARN_M 3x 모델을 추천할게. 이 모델은 저화질 모바일 사진을 3배까지 확대하면서도 인위적인 느낌 없이 원래의 질감을 잘 살려줘. 그래서 더 큰 이미지에서도 자연스러운 결과를 얻을 수 있어.
CARN_M 4x,SISR-CARN-M-4x,The scanned document I have is blurry and hard to read. Can you upscale it by 4x so the small text becomes legible?,"In this case, I recommend the CARN_M 4x model. This model specializes in enlarging even blurry scans, making even small text easier to read. It will also improve the readability of your document images.","이런 경우에는 CARN_M 4x 모델을 추천할게. 이 모델은 흐릿한 스캔본도 또렷하게 확대해주는 데 특화되어 있어서, 작은 글씨도 쉽게 읽을 수 있게 도와줘. 너의 문서 이미지도 보기 편하게 개선할 수 있을 거야."
CARN_M 4x,SISR-CARN-M-4x,I want to make this scanned contract easier to read on my phone. Can you enlarge it by 4× while preserving the sharpness of the text?,"In this case, I recommend the CARN_M 4x model. This model excels at enlarging document images so they're clearly legible even on mobile screens. It's particularly effective at restoring small text.",이런 경우에는 CARN_M 4x 모델을 추천할게. 이 모델은 모바일 화면에서도 잘 보이도록 문서 이미지를 선명하게 확대해주는 데 강점이 있어. 특히 작은 텍스트를 깔끔하게 복원하는 데 효과적이야.
